Sales,Date,Region
1632.0,20-06-2019,south
1785.0,20-06-2019,east
1770.0,20-06-2019,west
1725.0,21-06-2019,north
1542.0,21-06-2019,south
1677.0,21-06-2019,east
1533.0,21-06-2019,west
1578.0,22-06-2019,north
1713.0,22-06-2019,south
1776.0,22-06-2019,east
1515.0,22-06-2019,west
1587.0,23-06-2019,north
1770.0,23-06-2019,south
1773.0,23-06-2019,east
1671.0,23-06-2019,west
1704.0,24-06-2019,north
1545.0,24-06-2019,south
1671.0,24-06-2019,east
1800.0,24-06-2019,west
1611.0,25-06-2019,north
1797.0,25-06-2019,south
1623.0,25-06-2019,east
1776.0,25-06-2019,west
1677.0,26-06-2019,north
1800.0,26-06-2019,south
1794.0,26-06-2019,east
1686.0,26-06-2019,west
1671.0,27-06-2019,north
1635.0,27-06-2019,south
1740.0,27-06-2019,east
1671.0,27-06-2019,west
1671.0,28-06-2019,north
1770.0,28-06-2019,south
1773.0,28-06-2019,east
1581.0,28-06-2019,west
1533.0,29-06-2019,north
1650.0,29-06-2019,south
1536.0,29-06-2019,east
1548.0,29-06-2019,west
1785.0,30-06-2019,north
1614.0,30-06-2019,south
1569.0,30-06-2019,east
1800.0,30-06-2019,west
1644.0,01-07-2019,north
1659.0,01-07-2019,south
1659.0,01-07-2019,east
1644.0,01-07-2019,west
1656.0,02-07-2019,north
1566.0,02-07-2019,south
1686.0,02-07-2019,east
1677.0,02-07-2019,west
1770.0,03-07-2019,north
1689.0,03-07-2019,south
1704.0,03-07-2019,east
1800.0,03-07-2019,west
1782.0,04-07-2019,north
1746.0,04-07-2019,south
1527.0,04-07-2019,east
1581.0,04-07-2019,west
1518.0,05-07-2019,north
1554.0,05-07-2019,south
1548.0,05-07-2019,east
1533.0,05-07-2019,west
1791.0,06-07-2019,north
1578.0,06-07-2019,south
1779.0,06-07-2019,east
1704.0,06-07-2019,west
1587.0,07-07-2019,north
1593.0,07-07-2019,south
1644.0,07-07-2019,east
1680.0,07-07-2019,west
1614.0,08-07-2019,north
1704.0,08-07-2019,south
1797.0,08-07-2019,east
1770.0,08-07-2019,west
1605.0,09-07-2019,north
1686.0,09-07-2019,south
1794.0,09-07-2019,east
1713.0,09-07-2019,west
1755.0,10-07-2019,north
1500.0,10-07-2019,south
1632.0,10-07-2019,east
1800.0,10-07-2019,west
1800.0,11-07-2019,north
1650.0,11-07-2019,south
1704.0,11-07-2019,east
1590.0,11-07-2019,west
1779.0,12-07-2019,north
1554.0,12-07-2019,south
1635.0,12-07-2019,east
1608.0,12-07-2019,west
1791.0,13-07-2019,north
1779.0,13-07-2019,south
1527.0,13-07-2019,east
1689.0,13-07-2019,west
1782.0,14-07-2019,north
1662.0,14-07-2019,south
1620.0,14-07-2019,east
1692.0,14-07-2019,west
1551.0,15-07-2019,north
1620.0,15-07-2019,south
1725.0,15-07-2019,east
1602.0,15-07-2019,west
1518.0,16-07-2019,north
1761.0,16-07-2019,south
1539.0,16-07-2019,east
1614.0,16-07-2019,west
1548.0,17-07-2019,north
1551.0,17-07-2019,south
1722.0,17-07-2019,east
1662.0,17-07-2019,west
1509.0,18-07-2019,north
1773.0,18-07-2019,south
1767.0,18-07-2019,east
1581.0,18-07-2019,west
1626.0,19-07-2019,north
1734.0,19-07-2019,south
1761.0,19-07-2019,east
1659.0,19-07-2019,west
1638.0,20-07-2019,north
1539.0,20-07-2019,south
1782.0,20-07-2019,east
1728.0,20-07-2019,west
1746.0,21-07-2019,north
1536.0,21-07-2019,south
1719.0,21-07-2019,east
1773.0,21-07-2019,west
1611.0,22-07-2019,north
1665.0,22-07-2019,south
1506.0,22-07-2019,east
1746.0,22-07-2019,west
1770.0,23-07-2019,north
1734.0,23-07-2019,south
1707.0,23-07-2019,east
1620.0,23-07-2019,west
1569.0,24-07-2019,north
1656.0,24-07-2019,south
1617.0,24-07-2019,east
1638.0,24-07-2019,west
1701.0,25-07-2019,north
1713.0,25-07-2019,south
1557.0,25-07-2019,east
1725.0,25-07-2019,west
1605.0,26-07-2019,north
1770.0,26-07-2019,south
1557.0,26-07-2019,east
1755.0,26-07-2019,west
1737.0,27-07-2019,north
1785.0,27-07-2019,south
1545.0,27-07-2019,east
1560.0,27-07-2019,west
1509.0,28-07-2019,north
1761.0,28-07-2019,south
1551.0,28-07-2019,east
1683.0,28-07-2019,west
1644.0,29-07-2019,north
1608.0,29-07-2019,south
1719.0,29-07-2019,east
1794.0,29-07-2019,west
1764.0,30-07-2019,north
1512.0,30-07-2019,south
1701.0,30-07-2019,east
1797.0,30-07-2019,west
1734.0,31-07-2019,north
1791.0,31-07-2019,south
1761.0,31-07-2019,east
1587.0,31-07-2019,west
1596.0,01-08-2019,north
1542.0,01-08-2019,south
1710.0,01-08-2019,east
1701.0,01-08-2019,west
1647.0,02-08-2019,north
1524.0,02-08-2019,south
1782.0,02-08-2019,east
1716.0,02-08-2019,west
1752.0,03-08-2019,north
1686.0,03-08-2019,south
1764.0,03-08-2019,east
1755.0,03-08-2019,west
1578.0,04-08-2019,north
1539.0,04-08-2019,south
1743.0,04-08-2019,east
1596.0,04-08-2019,west
1506.0,05-08-2019,north
1527.0,05-08-2019,south
1626.0,05-08-2019,east
1530.0,05-08-2019,west
1521.0,06-08-2019,north
1713.0,06-08-2019,south
1761.0,06-08-2019,east
1557.0,06-08-2019,west
1584.0,07-08-2019,north
1764.0,07-08-2019,south
1623.0,07-08-2019,east
1776.0,07-08-2019,west
1749.0,08-08-2019,north
1707.0,08-08-2019,south
1629.0,08-08-2019,east
1773.0,08-08-2019,west
1758.0,09-08-2019,north
1671.0,09-08-2019,south
1659.0,09-08-2019,east
1641.0,09-08-2019,west
1596.0,10-08-2019,north
1626.0,10-08-2019,south
1557.0,10-08-2019,east
1695.0,10-08-2019,west
1659.0,11-08-2019,north
1680.0,11-08-2019,south
1683.0,11-08-2019,east
1692.0,11-08-2019,west
1569.0,12-08-2019,north
1740.0,12-08-2019,south
1650.0,12-08-2019,east
1569.0,12-08-2019,west
1701.0,13-08-2019,north
1677.0,13-08-2019,south
1533.0,13-08-2019,east
1587.0,13-08-2019,west
1713.0,14-08-2019,north
1611.0,14-08-2019,south
1524.0,14-08-2019,east
1725.0,14-08-2019,west
1761.0,15-08-2019,north
1569.0,15-08-2019,south
1668.0,15-08-2019,east
1563.0,15-08-2019,west
1734.0,16-08-2019,north
1524.0,16-08-2019,south
1731.0,16-08-2019,east
1665.0,16-08-2019,west
1710.0,17-08-2019,north
1509.0,17-08-2019,south
1539.0,17-08-2019,east
1533.0,17-08-2019,west
1785.0,18-08-2019,north
1665.0,18-08-2019,south
1722.0,18-08-2019,east
1659.0,18-08-2019,west
1791.0,19-08-2019,north
1680.0,19-08-2019,south
1542.0,19-08-2019,east
1701.0,19-08-2019,west
1671.0,20-08-2019,north
1656.0,20-08-2019,south
1536.0,20-08-2019,east
1800.0,20-08-2019,west
1605.0,21-08-2019,north
1671.0,21-08-2019,south
1590.0,21-08-2019,east
1545.0,21-08-2019,west
1500.0,22-08-2019,north
1779.0,22-08-2019,south
1656.0,22-08-2019,east
1731.0,22-08-2019,west
1614.0,23-08-2019,north
1782.0,23-08-2019,south
1629.0,23-08-2019,east
1635.0,23-08-2019,west
1548.0,24-08-2019,north
1776.0,24-08-2019,south
1743.0,24-08-2019,east
1737.0,24-08-2019,west
1644.0,25-08-2019,north
1626.0,25-08-2019,south
1680.0,25-08-2019,east
1524.0,25-08-2019,west
1515.0,26-08-2019,north
1704.0,26-08-2019,south
1653.0,26-08-2019,east
1554.0,26-08-2019,west
1644.0,27-08-2019,north
1674.0,27-08-2019,south
1665.0,27-08-2019,east
1755.0,27-08-2019,west
1566.0,28-08-2019,north
1659.0,28-08-2019,south
1515.0,28-08-2019,east
1779.0,28-08-2019,west
1572.0,29-08-2019,north
1770.0,29-08-2019,south
1632.0,29-08-2019,east
1677.0,29-08-2019,west
1755.0,30-08-2019,north
1527.0,30-08-2019,south
1623.0,30-08-2019,east
1668.0,30-08-2019,west
1683.0,31-08-2019,north
1698.0,31-08-2019,south
1749.0,31-08-2019,east
1632.0,31-08-2019,west
1785.0,01-09-2019,north
1707.0,01-09-2019,south
1518.0,01-09-2019,east
1563.0,01-09-2019,west
1701.0,02-09-2019,north
1605.0,02-09-2019,south
1596.0,02-09-2019,east
1605.0,02-09-2019,west
1716.0,03-09-2019,north
1569.0,03-09-2019,south
1725.0,03-09-2019,east
1542.0,03-09-2019,west
1692.0,04-09-2019,north
1560.0,04-09-2019,south
1515.0,04-09-2019,east
1653.0,04-09-2019,west
1629.0,05-09-2019,north
1668.0,05-09-2019,south
1698.0,05-09-2019,east
1677.0,05-09-2019,west
1503.0,06-09-2019,north
1776.0,06-09-2019,south
1509.0,06-09-2019,east
1665.0,06-09-2019,west
1683.0,07-09-2019,north
1530.0,07-09-2019,south
1782.0,07-09-2019,east
1584.0,07-09-2019,west
1743.0,08-09-2019,north
1551.0,08-09-2019,south
1620.0,08-09-2019,east
1791.0,08-09-2019,west
1674.0,09-09-2019,north
1797.0,09-09-2019,south
1773.0,09-09-2019,east
1596.0,09-09-2019,west
1617.0,10-09-2019,north
1764.0,10-09-2019,south
1632.0,10-09-2019,east
1506.0,10-09-2019,west
1533.0,11-09-2019,north
1677.0,11-09-2019,south
1746.0,11-09-2019,east
1668.0,11-09-2019,west
1797.0,12-09-2019,north
1545.0,12-09-2019,south
1701.0,12-09-2019,east
1578.0,12-09-2019,west
1626.0,13-09-2019,north
1512.0,13-09-2019,south
1788.0,13-09-2019,east
1671.0,13-09-2019,west
1728.0,14-09-2019,north
1653.0,14-09-2019,south
1644.0,14-09-2019,east
1734.0,14-09-2019,west
1746.0,15-09-2019,north
1524.0,15-09-2019,south
1611.0,15-09-2019,east
1626.0,15-09-2019,west
1668.0,16-09-2019,north
1734.0,16-09-2019,south
1797.0,16-09-2019,east
1725.0,16-09-2019,west
1656.0,17-09-2019,north
1530.0,17-09-2019,south
1695.0,17-09-2019,east
1656.0,17-09-2019,west
1797.0,18-09-2019,north
1515.0,18-09-2019,south
1638.0,18-09-2019,east
1797.0,18-09-2019,west
1800.0,19-09-2019,north
1560.0,19-09-2019,south
1506.0,19-09-2019,east
1581.0,19-09-2019,west
1515.0,20-09-2019,north
1527.0,20-09-2019,south
1758.0,20-09-2019,east
1638.0,20-09-2019,west
1605.0,21-09-2019,north
1716.0,21-09-2019,south
1569.0,21-09-2019,east
1674.0,21-09-2019,west
1632.0,22-09-2019,north
1734.0,22-09-2019,south
1530.0,22-09-2019,east
1689.0,22-09-2019,west
1641.0,23-09-2019,north
1779.0,23-09-2019,south
1659.0,23-09-2019,east
1797.0,23-09-2019,west
1767.0,24-09-2019,north
1755.0,24-09-2019,south
1602.0,24-09-2019,east
1524.0,24-09-2019,west
1794.0,25-09-2019,north
1626.0,25-09-2019,south
1617.0,25-09-2019,east
1773.0,25-09-2019,west
1719.0,26-09-2019,north
1509.0,26-09-2019,south
1686.0,26-09-2019,east
1668.0,26-09-2019,west
1731.0,27-09-2019,north
1590.0,27-09-2019,south
1728.0,27-09-2019,east
1722.0,27-09-2019,west
1548.0,28-09-2019,north
1599.0,28-09-2019,south
1605.0,28-09-2019,east
1671.0,28-09-2019,west
1512.0,29-09-2019,north
1650.0,29-09-2019,south
1614.0,29-09-2019,east
1674.0,29-09-2019,west
1638.0,30-09-2019,north
1731.0,30-09-2019,south
1716.0,30-09-2019,east
1566.0,30-09-2019,west
1707.0,01-10-2019,north
1554.0,01-10-2019,south
1632.0,01-10-2019,east
1584.0,01-10-2019,west
1653.0,02-10-2019,north
1770.0,02-10-2019,south
1758.0,02-10-2019,east
1569.0,02-10-2019,west
1797.0,03-10-2019,north
1551.0,03-10-2019,south
1677.0,03-10-2019,east
1599.0,03-10-2019,west
1512.0,04-10-2019,north
1635.0,04-10-2019,south
1749.0,04-10-2019,east
1689.0,04-10-2019,west
1614.0,05-10-2019,north
1527.0,05-10-2019,south
1521.0,05-10-2019,east
1725.0,05-10-2019,west
1587.0,06-10-2019,north
1701.0,06-10-2019,south
1566.0,06-10-2019,east
1752.0,06-10-2019,west
1668.0,07-10-2019,north
1686.0,07-10-2019,south
1611.0,07-10-2019,east
1569.0,07-10-2019,west
1599.0,08-10-2019,north
1539.0,08-10-2019,south
1611.0,08-10-2019,east
1605.0,08-10-2019,west
1680.0,09-10-2019,north
1704.0,09-10-2019,south
1689.0,09-10-2019,east
1644.0,09-10-2019,west
1701.0,10-10-2019,north
1560.0,10-10-2019,south
1791.0,10-10-2019,east
1698.0,10-10-2019,west
1539.0,11-10-2019,north
1542.0,11-10-2019,south
1704.0,11-10-2019,east
1728.0,11-10-2019,west
1590.0,12-10-2019,north
1743.0,12-10-2019,south
1569.0,12-10-2019,east
1722.0,12-10-2019,west
1545.0,13-10-2019,north
1533.0,13-10-2019,south
1674.0,13-10-2019,east
1704.0,13-10-2019,west
1524.0,14-10-2019,north
1578.0,14-10-2019,south
1692.0,14-10-2019,east
1635.0,14-10-2019,west
1782.0,15-10-2019,north
1587.0,15-10-2019,south
1638.0,15-10-2019,east
1752.0,15-10-2019,west
1542.0,16-10-2019,north
1608.0,16-10-2019,south
1683.0,16-10-2019,east
1596.0,16-10-2019,west
1527.0,17-10-2019,north
1737.0,17-10-2019,south
1671.0,17-10-2019,east
1662.0,17-10-2019,west
1518.0,18-10-2019,north
1746.0,18-10-2019,south
1590.0,18-10-2019,east
1710.0,18-10-2019,west
1647.0,19-10-2019,north
1737.0,19-10-2019,south
1761.0,19-10-2019,east
1587.0,19-10-2019,west
1701.0,20-10-2019,north
1524.0,20-10-2019,south
1677.0,20-10-2019,east
1725.0,20-10-2019,west
1653.0,21-10-2019,north
1686.0,21-10-2019,south
1698.0,21-10-2019,east
1560.0,21-10-2019,west
1515.0,22-10-2019,north
1734.0,22-10-2019,south
1551.0,22-10-2019,east
1713.0,22-10-2019,west
1758.0,23-10-2019,north
1644.0,23-10-2019,south
1758.0,23-10-2019,east
1641.0,23-10-2019,west
1617.0,24-10-2019,north
1611.0,24-10-2019,south
1788.0,24-10-2019,east
1602.0,24-10-2019,west
1638.0,25-10-2019,north
1620.0,25-10-2019,south
1665.0,25-10-2019,east
1500.0,25-10-2019,west
1671.0,26-10-2019,north
1566.0,26-10-2019,south
1740.0,26-10-2019,east
1599.0,26-10-2019,west
1710.0,27-10-2019,north
1668.0,27-10-2019,south
1740.0,27-10-2019,east
1698.0,27-10-2019,west
1503.0,28-10-2019,north
1689.0,28-10-2019,south
1626.0,28-10-2019,east
1674.0,28-10-2019,west
1542.0,29-10-2019,north
1692.0,29-10-2019,south
1719.0,29-10-2019,east
1512.0,29-10-2019,west
1731.0,30-10-2019,north
1644.0,30-10-2019,south
1746.0,30-10-2019,east
1689.0,30-10-2019,west
1800.0,31-10-2019,north
1527.0,31-10-2019,south
1533.0,31-10-2019,east
1800.0,31-10-2019,west
1644.0,01-11-2019,north
1500.0,01-11-2019,south
1800.0,01-11-2019,east
1767.0,01-11-2019,west
1791.0,02-11-2019,north
1776.0,02-11-2019,south
1596.0,02-11-2019,east
1734.0,02-11-2019,west
1542.0,03-11-2019,north
1608.0,03-11-2019,south
1617.0,03-11-2019,east
1623.0,03-11-2019,west
1674.0,04-11-2019,north
1782.0,04-11-2019,south
1680.0,04-11-2019,east
1512.0,04-11-2019,west
1500.0,05-11-2019,north
1668.0,05-11-2019,south
1758.0,05-11-2019,east
1533.0,05-11-2019,west
1785.0,06-11-2019,north
1533.0,06-11-2019,south
1659.0,06-11-2019,east
1506.0,06-11-2019,west
1656.0,07-11-2019,north
1728.0,07-11-2019,south
1728.0,07-11-2019,east
1713.0,07-11-2019,west
1797.0,08-11-2019,north
1686.0,08-11-2019,south
1584.0,08-11-2019,east
1713.0,08-11-2019,west
1665.0,09-11-2019,north
1557.0,09-11-2019,south
1656.0,09-11-2019,east
1767.0,09-11-2019,west
1515.0,10-11-2019,north
1761.0,10-11-2019,south
1767.0,10-11-2019,east
1641.0,10-11-2019,west
1584.0,11-11-2019,north
1545.0,11-11-2019,south
1695.0,11-11-2019,east
1761.0,11-11-2019,west
1701.0,12-11-2019,north
1767.0,12-11-2019,south
1632.0,12-11-2019,east
1704.0,12-11-2019,west
1599.0,13-11-2019,north
1509.0,13-11-2019,south
1728.0,13-11-2019,east
1683.0,13-11-2019,west
1740.0,14-11-2019,north
1626.0,14-11-2019,south
1572.0,14-11-2019,east
1716.0,14-11-2019,west
1641.0,15-11-2019,north
1560.0,15-11-2019,south
1614.0,15-11-2019,east
1605.0,15-11-2019,west
1503.0,16-11-2019,north
1638.0,16-11-2019,south
1662.0,16-11-2019,east
1653.0,16-11-2019,west
1734.0,17-11-2019,north
1599.0,17-11-2019,south
1515.0,17-11-2019,east
1608.0,17-11-2019,west
1566.0,18-11-2019,north
1734.0,18-11-2019,south
1719.0,18-11-2019,east
1773.0,18-11-2019,west
1791.0,19-11-2019,north
1779.0,19-11-2019,south
1641.0,19-11-2019,east
1617.0,19-11-2019,west
1533.0,20-11-2019,north
1527.0,20-11-2019,south
1512.0,20-11-2019,east
1515.0,20-11-2019,west
1734.0,21-11-2019,north
1668.0,21-11-2019,south
1665.0,21-11-2019,east
1644.0,21-11-2019,west
1767.0,22-11-2019,north
1647.0,22-11-2019,south
1665.0,22-11-2019,east
1776.0,22-11-2019,west
1665.0,23-11-2019,north
1632.0,23-11-2019,south
1521.0,23-11-2019,east
1659.0,23-11-2019,west
1623.0,24-11-2019,north
1698.0,24-11-2019,south
1596.0,24-11-2019,east
1674.0,24-11-2019,west
1749.0,25-11-2019,north
1536.0,25-11-2019,south
1734.0,25-11-2019,east
1716.0,25-11-2019,west
1599.0,26-11-2019,north
1500.0,26-11-2019,south
1518.0,26-11-2019,east
1584.0,26-11-2019,west
1551.0,27-11-2019,north
1701.0,27-11-2019,south
1689.0,27-11-2019,east
1746.0,27-11-2019,west
1725.0,28-11-2019,north
1776.0,28-11-2019,south
1707.0,28-11-2019,east
1794.0,28-11-2019,west
1641.0,29-11-2019,north
1653.0,29-11-2019,south
1716.0,29-11-2019,east
1776.0,29-11-2019,west
1797.0,30-11-2019,north
1782.0,30-11-2019,south
1653.0,30-11-2019,east
1596.0,30-11-2019,west
1704.0,01-12-2019,north
1626.0,01-12-2019,south
1617.0,01-12-2019,east
1680.0,01-12-2019,west
1608.0,02-12-2019,north
1713.0,02-12-2019,south
1632.0,02-12-2019,east
1680.0,02-12-2019,west
1791.0,03-12-2019,north
1761.0,03-12-2019,south
1749.0,03-12-2019,east
1626.0,03-12-2019,west
1773.0,04-12-2019,north
1623.0,04-12-2019,south
1662.0,04-12-2019,east
1731.0,04-12-2019,west
1755.0,05-12-2019,north
1602.0,05-12-2019,south
1740.0,05-12-2019,east
1605.0,05-12-2019,west
1680.0,06-12-2019,north
1572.0,06-12-2019,south
1542.0,06-12-2019,east
1779.0,06-12-2019,west
1671.0,07-12-2019,north
1722.0,07-12-2019,south
1728.0,07-12-2019,east
1659.0,07-12-2019,west
1770.0,08-12-2019,north
1632.0,08-12-2019,south
1536.0,08-12-2019,east
1734.0,08-12-2019,west
1584.0,09-12-2019,north
1713.0,09-12-2019,south
1728.0,09-12-2019,east
1725.0,09-12-2019,west
1506.0,10-12-2019,north
1503.0,10-12-2019,south
1521.0,10-12-2019,east
1713.0,10-12-2019,west
1635.0,11-12-2019,north
1506.0,11-12-2019,south
1542.0,11-12-2019,east
1551.0,11-12-2019,west
1623.0,12-12-2019,north
1719.0,12-12-2019,south
1563.0,12-12-2019,east
1791.0,12-12-2019,west
1800.0,13-12-2019,north
1800.0,13-12-2019,south
1740.0,13-12-2019,east
1755.0,13-12-2019,west
1716.0,14-12-2019,north
1632.0,14-12-2019,south
1599.0,14-12-2019,east
1632.0,14-12-2019,west
1725.0,15-12-2019,north
1743.0,15-12-2019,south
1587.0,15-12-2019,east
1608.0,15-12-2019,west
1662.0,16-12-2019,north
1791.0,16-12-2019,south
1773.0,16-12-2019,east
1650.0,16-12-2019,west
1518.0,17-12-2019,north
1749.0,17-12-2019,south
1689.0,17-12-2019,east
1533.0,17-12-2019,west
1533.0,18-12-2019,north
1641.0,18-12-2019,south
1590.0,18-12-2019,east
1740.0,18-12-2019,west
1665.0,19-12-2019,north
1773.0,19-12-2019,south
1503.0,19-12-2019,east
1542.0,19-12-2019,west
1788.0,20-12-2019,north
1773.0,20-12-2019,south
1788.0,20-12-2019,east
1785.0,20-12-2019,west
1605.0,21-12-2019,north
1701.0,21-12-2019,south
1626.0,21-12-2019,east
1623.0,21-12-2019,west
1671.0,22-12-2019,north
1629.0,22-12-2019,south
1725.0,22-12-2019,east
1557.0,22-12-2019,west
1671.0,23-12-2019,north
1662.0,23-12-2019,south
1674.0,23-12-2019,east
1671.0,23-12-2019,west
1620.0,24-12-2019,north
1716.0,24-12-2019,south
1674.0,24-12-2019,east
1686.0,24-12-2019,west
1752.0,25-12-2019,north
1725.0,25-12-2019,south
1545.0,25-12-2019,east
1506.0,25-12-2019,west
1539.0,26-12-2019,north
1716.0,26-12-2019,south
1500.0,26-12-2019,east
1794.0,26-12-2019,west
1716.0,27-12-2019,north
1665.0,27-12-2019,south
1557.0,27-12-2019,east
1620.0,27-12-2019,west
1779.0,28-12-2019,north
1779.0,28-12-2019,south
1752.0,28-12-2019,east
1773.0,28-12-2019,west
1800.0,29-12-2019,north
1773.0,29-12-2019,south
1767.0,29-12-2019,east
1683.0,29-12-2019,west
1542.0,30-12-2019,north
1728.0,30-12-2019,south
1569.0,30-12-2019,east
1659.0,30-12-2019,west
1581.0,31-12-2019,north
1713.0,31-12-2019,south
1533.0,31-12-2019,east
1692.0,31-12-2019,west
1506.0,01-01-2020,north
1659.0,01-01-2020,south
1719.0,01-01-2020,east
1704.0,01-01-2020,west
1767.0,02-01-2020,north
1542.0,02-01-2020,south
1542.0,02-01-2020,east
1629.0,02-01-2020,west
1659.0,03-01-2020,north
1539.0,03-01-2020,south
1734.0,03-01-2020,east
1761.0,03-01-2020,west
1560.0,04-01-2020,north
1767.0,04-01-2020,south
1791.0,04-01-2020,east
1632.0,04-01-2020,west
1716.0,05-01-2020,north
1536.0,05-01-2020,south
1662.0,05-01-2020,east
1680.0,05-01-2020,west
1689.0,06-01-2020,north
1779.0,06-01-2020,south
1512.0,06-01-2020,east
1578.0,06-01-2020,west
1560.0,07-01-2020,north
1581.0,07-01-2020,south
1677.0,07-01-2020,east
1599.0,07-01-2020,west
1713.0,08-01-2020,north
1800.0,08-01-2020,south
1767.0,08-01-2020,east
1752.0,08-01-2020,west
1509.0,09-01-2020,north
1539.0,09-01-2020,south
1671.0,09-01-2020,east
1668.0,09-01-2020,west
1692.0,10-01-2020,north
1584.0,10-01-2020,south
1710.0,10-01-2020,east
1686.0,10-01-2020,west
1617.0,11-01-2020,north
1665.0,11-01-2020,south
1722.0,11-01-2020,east
1551.0,11-01-2020,west
1620.0,12-01-2020,north
1791.0,12-01-2020,south
1662.0,12-01-2020,east
1656.0,12-01-2020,west
1644.0,13-01-2020,north
1659.0,13-01-2020,south
1740.0,13-01-2020,east
1668.0,13-01-2020,west
1566.0,14-01-2020,north
1575.0,14-01-2020,south
1566.0,14-01-2020,east
1578.0,14-01-2020,west
1737.0,15-01-2020,north
1596.0,15-01-2020,south
1776.0,15-01-2020,east
1638.0,15-01-2020,west
1749.0,16-01-2020,north
1752.0,16-01-2020,south
1635.0,16-01-2020,east
1581.0,16-01-2020,west
1521.0,17-01-2020,north
1536.0,17-01-2020,south
1665.0,17-01-2020,east
1782.0,17-01-2020,west
1650.0,18-01-2020,north
1749.0,18-01-2020,south
1797.0,18-01-2020,east
1650.0,18-01-2020,west
1608.0,19-01-2020,north
1608.0,19-01-2020,south
1575.0,19-01-2020,east
1590.0,19-01-2020,west
1665.0,20-01-2020,north
1596.0,20-01-2020,south
1581.0,20-01-2020,east
1695.0,20-01-2020,west
1647.0,21-01-2020,north
1776.0,21-01-2020,south
1719.0,21-01-2020,east
1578.0,21-01-2020,west
1503.0,22-01-2020,north
1569.0,22-01-2020,south
1731.0,22-01-2020,east
1551.0,22-01-2020,west
1626.0,23-01-2020,north
1518.0,23-01-2020,south
1575.0,23-01-2020,east
1611.0,23-01-2020,west
1629.0,24-01-2020,north
1704.0,24-01-2020,south
1656.0,24-01-2020,east
1554.0,24-01-2020,west
1575.0,25-01-2020,north
1638.0,25-01-2020,south
1635.0,25-01-2020,east
1548.0,25-01-2020,west
1710.0,26-01-2020,north
1584.0,26-01-2020,south
1716.0,26-01-2020,east
1602.0,26-01-2020,west
1569.0,27-01-2020,north
1506.0,27-01-2020,south
1671.0,27-01-2020,east
1584.0,27-01-2020,west
1689.0,28-01-2020,north
1773.0,28-01-2020,south
1647.0,28-01-2020,east
1503.0,28-01-2020,west
1593.0,29-01-2020,north
1506.0,29-01-2020,south
1740.0,29-01-2020,east
1572.0,29-01-2020,west
1620.0,30-01-2020,north
1542.0,30-01-2020,south
1593.0,30-01-2020,east
1500.0,30-01-2020,west
1635.0,31-01-2020,north
1656.0,31-01-2020,south
1779.0,31-01-2020,east
1605.0,31-01-2020,west
1602.0,01-02-2020,north
1794.0,01-02-2020,south
1677.0,01-02-2020,east
1521.0,01-02-2020,west
1707.0,02-02-2020,north
1665.0,02-02-2020,south
1713.0,02-02-2020,east
1659.0,02-02-2020,west
1548.0,03-02-2020,north
1647.0,03-02-2020,south
1764.0,03-02-2020,east
1662.0,03-02-2020,west
1563.0,04-02-2020,north
1755.0,04-02-2020,south
1659.0,04-02-2020,east
1575.0,04-02-2020,west
1716.0,05-02-2020,north
1506.0,05-02-2020,south
1734.0,05-02-2020,east
1704.0,05-02-2020,west
1512.0,06-02-2020,north
1572.0,06-02-2020,south
1782.0,06-02-2020,east
1554.0,06-02-2020,west
1782.0,07-02-2020,north
1701.0,07-02-2020,south
1698.0,07-02-2020,east
1671.0,07-02-2020,west
1584.0,08-02-2020,north
1602.0,08-02-2020,south
1755.0,08-02-2020,east
1614.0,08-02-2020,west
1743.0,09-02-2020,north
1788.0,09-02-2020,south
1644.0,09-02-2020,east
1728.0,09-02-2020,west
1599.0,10-02-2020,north
1689.0,10-02-2020,south
1776.0,10-02-2020,east
1569.0,10-02-2020,west
1791.0,11-02-2020,north
1638.0,11-02-2020,south
1716.0,11-02-2020,east
1788.0,11-02-2020,west
1758.0,12-02-2020,north
1752.0,12-02-2020,south
1599.0,12-02-2020,east
1533.0,12-02-2020,west
1548.0,13-02-2020,north
1800.0,13-02-2020,south
1659.0,13-02-2020,east
1617.0,13-02-2020,west
1746.0,14-02-2020,north
1644.0,14-02-2020,south
1698.0,14-02-2020,east
1533.0,14-02-2020,west
1704.0,15-02-2020,north
1524.0,15-02-2020,south
1545.0,15-02-2020,east
1731.0,15-02-2020,west
1665.0,16-02-2020,north
1791.0,16-02-2020,south
1605.0,16-02-2020,east
1743.0,16-02-2020,west
1677.0,17-02-2020,north
1590.0,17-02-2020,south
1722.0,17-02-2020,east
1743.0,17-02-2020,west
1668.0,18-02-2020,north
1620.0,18-02-2020,south
1704.0,18-02-2020,east
1683.0,18-02-2020,west
1551.0,19-02-2020,north
1650.0,19-02-2020,south
1689.0,19-02-2020,east
1638.0,19-02-2020,west
1518.0,20-02-2020,north
1593.0,20-02-2020,south
1632.0,20-02-2020,east
1602.0,20-02-2020,west
1761.0,21-02-2020,north
1755.0,21-02-2020,south
1581.0,21-02-2020,east
1794.0,21-02-2020,west
1545.0,22-02-2020,north
1689.0,22-02-2020,south
1632.0,22-02-2020,east
1668.0,22-02-2020,west
1638.0,23-02-2020,north
1602.0,23-02-2020,south
1686.0,23-02-2020,east
1776.0,23-02-2020,west
1593.0,24-02-2020,north
1734.0,24-02-2020,south
1608.0,24-02-2020,east
1617.0,24-02-2020,west
